ID,Nombre,Categoría,Descripción,Precio (ARS)
8369,Integración de Chatbots para Ecommerce: Mejora tu Experiencia de Compra,Atención al Cliente,"Integración de Chatbots para Ecommerce: Mejora la experiencia de compra con asistencia personalizada 24/7, respuestas personalizadas y automatización de tareas.",
8381,Servicios de Atención al Cliente para Ecommerce: Soluciones para una Experiencia de Compra Excepcional,Atención al Cliente,Servicios de Atención al Cliente para Ecommerce: La clave para el éxito en el comercio electrónico.,
8384,Implementación de Chatbots para E-commerce: Automatizá tu Atención al Cliente y Vendé Más,Atención al Cliente,Implementación de Chatbots para E-commerce: Automatizá tu Atención al Cliente y Aumentá tus Ventas,
8393,Servicios de Asistencia Virtual para Ecommerce: Automatizá tu Atención al Cliente y Mejorá la Experiencia del Usuario,Atención al Cliente,Servicios de Asistencia Virtual para Ecommerce: Automatizá tu Atención al Cliente y Mejorá la Experiencia de Usuario,
8408,"Chatbots para E-commerce: Asistencia 24/7, Respuestas Automáticas y Procesamiento de Pedidos",Atención al Cliente,"Chatbots para E-commerce: Asistencia en tiempo real, respuestas a preguntas frecuentes y procesamiento de pedidos",
5877,Implementación de Soluciones de Automatización de Procesos Robóticos,Automatización de Procesos,Automatización De Procesos Robóticos,8000
5892,Automation with Dolibarr,Automatización de Procesos,Automatización Empresarial,6000
5910,Automatización Avanzada,Automatización de Procesos,Automatización De Procesos Empresariales,6000
5927,Automatización de procesos robóticos (RPA),Automatización de Procesos,Automatización De Procesos Robóticos,6000
5933,Optimización de procesos industriales,Automatización de Procesos,Optimización De Procesos Industriales,6000
5939,Implementación de Soluciones de Automatización de Procesos Robóticos (RPA),Automatización de Procesos,Automatización De Procesos Robóticos,7000
5963,Automatización de Procesos de Negocio (BPA),Automatización de Procesos,Automatización De Procesos,
5983,Implementación de soluciones de automatización de procesos de negocio (BPA),Automatización de Procesos,Automatización De Procesos De Negocio,18000
5988,Implementación de soluciones de inteligencia artificial (IA) y aprendizaje automático (ML) para automatización de procesos,Automatización de Procesos,Automatización De Procesos Con Ia Y Ml,20000
5992,Implementación de soluciones de automatización de operaciones de TI (AIOps),Automatización de Procesos,,18000
6003,Implementación de soluciones de automatización de procesos robóticos (RPA) avanzada con capacidades cognitivas,Automatización de Procesos,Automatización,20000
6018,Automatización de TI,Automatización de Procesos,Automatización,
6027,Automatización RPA,Automatización de Procesos,Rpa,
6031,Implementación de Soluciones de AIOps,Automatización de Procesos,Automatización De Operaciones De Ti,9500
6044,RPA avanzada,Automatización de Procesos,Rpa Avanzada,
6086,Automatización de operaciones de TI (AIOps),Automatización de Procesos,Soluciones De Automatización De Operaciones De Ti (Aiops).,7000
6091,Migración de aplicaciones legacy,Automatización de Procesos,Migración De Aplicaciones Legacy A Microservicios.,7000
6094,Migración de Sistemas Legacy,Automatización de Procesos,Migración De Sistemas Legacy,6000
6128,Integración de Sistemas y Aplicaciones,Automatización de Procesos,Integración De Sistemas,4800
6129,Automatización de Procesos Empresariales,Automatización de Procesos,Automatización De Procesos,4600
6140,Automatización Empresarial,Automatización de Procesos,Automatización Empresarial,5200
6144,Optimización de Procesos Empresariales,Automatización de Procesos,Optimización De Procesos Internos.,400
6161,Asistencia Virtual para la Gestión de Tareas,Automatización de Procesos,Asistencia Virtual,3500
6165,Procesamiento Automatizado de Facturas y Pagos,Automatización de Procesos,Procesamiento Automatizado,3000
6181,Plataformas de Automatización,Automatización de Procesos,Automatización De Procesos Con Ia,150
6202,Optimización de Energía y Recursos,Automatización de Procesos,Optimización De Energía,250
6208,Optimización de Energía y Sustentabilidad,Automatización de Procesos,Optimización De Energía,240
6216,Implementación de Soluciones BPM,Automatización de Procesos,Soluciones De Gestión De Procesos,3000
6218,Integración de Sistemas,Automatización de Procesos,Integración De Sistemas Empresariales,4000
6301,Plataformas para Automatización,Automatización de Procesos,Herramientas De Automatización Empresarial,35
6326,Automatización De Procesos,Automatización de Procesos,Servicios De Automatización De Procesos Empresariales.,5000
6340,Outsourcing de procesos de negocio,Automatización de Procesos,Servicios De Outsourcing Para Optimizar Y Gestionar Operaciones Clave Del Negocio.,25000
6344,Soluciones de automatización,Automatización de Procesos,Servicios De Consultoría E Implementación De Tecnologías De Automatización.,20000
6365,Servicios de automatización de procesos,Automatización de Procesos,Servicios De Consultoría Y Ejecución De Proyectos De Automatización De Flujos De Trabajo Y Tareas.,14000
6378,Servicios de automatización de procesos robóticos (RPA),Automatización de Procesos,Servicios De Consultoría Y Ejecución De Proyectos De Automatización De Procesos Con Tecnología Rpa.,18000
6408,Servicios de implementación de soluciones de automatización de procesos,Automatización de Procesos,Servicios De Consultoría Y Despliegue De Tecnologías De Automatización Y Optimización De Flujos De Trabajo.,18000
6419,Servicios de implementación de soluciones de robótica y automatización avanzada,Automatización de Procesos,"Servicios De Consultoría Y Despliegue De Soluciones De Robótica, Automatización Y Control De Procesos.",28000
6431,Servicios de implementación de soluciones de automatización de procesos robóticos (RPA),Automatización de Procesos,Servicios De Consultoría Y Despliegue De Tecnologías De Automatización Inteligente De Tareas Y Procesos Repetitivos.,25000
6441,Servicios de implementación de soluciones de automatización y orquestación de infraestructura,Automatización de Procesos,"Servicios De Consultoría Y Despliegue De Tecnologías De Automatización, Orquestación Y Aprovisionamiento De Recursos De Infraestructura.",28000
6637,Automatización de Marketing con IA,Automatización de Procesos,Automatización De Procesos De Marketing Utilizando Ia.,500
6638,Automatización de Ventas con IA,Automatización de Procesos,Automatización De Procesos De Ventas Con Ia.,800
6652,Automatización de Procesos Ecommerce: Optimiza y Agiliza tu Negocio Online,Automatización de Procesos,Automatización de Flujos de Trabajo en Ecommerce,1200
6729,Implementación de RPA,Automatización de Procesos,Implementación De Rpa.,3000
6730,Análisis y Rediseño de Procesos,Automatización de Procesos,Análisis Y Rediseño De Procesos.,2500
6733,Implementación De Sistemas De Automatización,Automatización de Procesos,Automatización De Sistemas.,3500
6734,Soluciones de RPA (Robotic Process Automation),Automatización de Procesos,Automatización De Procesos Con Rpa.,2000
6735,Rediseño De Procesos,Automatización de Procesos,Rediseño De Procesos.,3000
6736,Soluciones RPA (Robotic Process Automation),Automatización de Procesos,Automatización De Procesos Con Rpa.,5000
6751,Plataforma para Automatización de Procesos,Automatización de Procesos,Automatización De Procesos,4000
6760,Implementación de Herramientas de Automatización,Automatización de Procesos,Herramientas De Automatización,7000
6768,Gestión de Flotas y Rutas,Automatización de Procesos,Gestión De Flotas,3000
6771,Implementación de Herramientas de Gestión de Flotas,Automatización de Procesos,Gestión De Flotas,4000
7000,Soporte Automatizado,Automatización de Procesos,Soporte Automatizado,3500
7593,Implementación de soluciones de automatización de procesos,Automatización de Procesos,Automatización De Procesos,1200
7621,Consultoría en digitalización de procesos,Automatización de Procesos,Consultoría En Digitalización De Procesos,1100
7659,Implementación de Soluciones de Automatización de Procesos Robóticos,Automatización de Procesos,Automatización De Procesos Robóticos,
7674,Automation with Dolibarr,Automatización de Procesos,Automatización Empresarial,
7692,Automatización Avanzada,Automatización de Procesos,Automatización De Procesos Empresariales,
7709,Automatización de procesos robóticos (RPA),Automatización de Procesos,Automatización De Procesos Robóticos,
7715,Optimización de procesos industriales,Automatización de Procesos,Optimización De Procesos Industriales,
7721,Implementación de Soluciones de Automatización de Procesos Robóticos (RPA),Automatización de Procesos,Automatización De Procesos Robóticos,
7727,Consultoría en Optimización de Procesos de Negocio (BPO),Automatización de Procesos,Optimización De Procesos De Negocio,
7746,Implementación de soluciones de automatización de procesos de negocio (BPA),Automatización de Procesos,Automatización De Procesos De Negocio,
7751,Implementación de soluciones de inteligencia artificial (IA) y aprendizaje automático (ML) para automatización de procesos,Automatización de Procesos,Automatización De Procesos Con Ia Y Ml,
7755,Implementación de AIOps: Automatiza tus operaciones de TI para mayor eficiencia y agilidad,Automatización de Procesos,Implementación de AIOps: Automatiza tus operaciones de TI para mayor eficiencia y agilidad,
7766,Implementación de soluciones de automatización de procesos robóticos (RPA) avanzada con capacidades cognitivas,Automatización de Procesos,Automatización,
7777,Implementación de Soluciones de AIOps,Automatización de Procesos,Automatización De Operaciones De Ti,
7810,Automatización de operaciones de TI (AIOps),Automatización de Procesos,Soluciones De Automatización De Operaciones De Ti (Aiops).,
7853,Automatización de Procesos Empresariales,Automatización de Procesos,Automatización De Procesos,
7864,Automatización Empresarial,Automatización de Procesos,Automatización Empresarial,
7868,Optimización de Procesos Empresariales,Automatización de Procesos,Optimización De Procesos Internos.,
7885,Asistencia Virtual para la Gestión de Tareas,Automatización de Procesos,Asistencia Virtual,
7889,Procesamiento Automatizado de Facturas y Pagos,Automatización de Procesos,Procesamiento Automatizado,
7905,Plataformas de Automatización,Automatización de Procesos,Automatización De Procesos Con Ia,
7940,Implementación de Soluciones BPM,Automatización de Procesos,Soluciones De Gestión De Procesos,
8014,Plataformas para Automatización,Automatización de Procesos,Herramientas De Automatización Empresarial,
8037,Automatización De Procesos,Automatización de Procesos,Servicios De Automatización De Procesos Empresariales.,
8051,Outsourcing de procesos de negocio,Automatización de Procesos,Servicios De Outsourcing Para Optimizar Y Gestionar Operaciones Clave Del Negocio.,
8055,Soluciones de automatización,Automatización de Procesos,Servicios De Consultoría E Implementación De Tecnologías De Automatización.,
8076,Servicios de automatización de procesos,Automatización de Procesos,Servicios De Consultoría Y Ejecución De Proyectos De Automatización De Flujos De Trabajo Y Tareas.,
8089,Servicios de automatización de procesos robóticos (RPA),Automatización de Procesos,Servicios De Consultoría Y Ejecución De Proyectos De Automatización De Procesos Con Tecnología Rpa.,
8119,Servicios de implementación de soluciones de automatización de procesos,Automatización de Procesos,Servicios De Consultoría Y Despliegue De Tecnologías De Automatización Y Optimización De Flujos De Trabajo.,
8130,Servicios de implementación de soluciones de robótica y automatización avanzada,Automatización de Procesos,"Servicios De Consultoría Y Despliegue De Soluciones De Robótica, Automatización Y Control De Procesos.",
8142,Servicios de implementación de soluciones de automatización de procesos robóticos (RPA),Automatización de Procesos,Servicios De Consultoría Y Despliegue De Tecnologías De Automatización Inteligente De Tareas Y Procesos Repetitivos.,
8152,Servicios de implementación de soluciones de automatización y orquestación de infraestructura,Automatización de Procesos,"Servicios De Consultoría Y Despliegue De Tecnologías De Automatización, Orquestación Y Aprovisionamiento De Recursos De Infraestructura.",
8339,Automatización de Ventas con IA,Automatización de Procesos,Automatización De Procesos De Ventas Con Ia.,
8353,Automatización de Procesos Ecommerce: Optimiza y Agiliza tu Negocio Online,Automatización de Procesos,Automatización de Procesos Ecommerce: Optimiza y Agiliza tu Negocio Online,
5864,Consultoría en Transformación Digital,Business Intelligence,Transformación Digital,5000
5865,Servicios de Big Data,Business Intelligence,Soluciones De Big Data,6000
5866,Consultoría en Inteligencia Artificial y Aprendizaje Automático,Business Intelligence,Consultoría En Ia Y Ml.,7500
5869,Consultoría en Gobierno de Datos y Gestión de la Información,Business Intelligence,Gobierno De Datos.,6000
5870,Implementación de Soluciones de Análisis de Datos Avanzado,Business Intelligence,Análisis De Datos Avanzado.,5500
5872,Consultoría en Estrategia y Transformación Digital,Business Intelligence,Estrategia Y Transformación Digital,7000
5875,Servicios de Análisis de Sentimientos y Minería de Texto,Business Intelligence,Análisis De Sentimientos Y Texto.,5500
5876,Consultoría en Gestión de la Innovación y Desarrollo de Nuevos Productos/Servicios,Business Intelligence,Gestión De La Innovación.,7000
5888,Business Intelligence Setup,Business Intelligence,Implementación De Bi,5000
5902,IT Consultancy,Business Intelligence,Consultoría It,6000
5907,Optimización de Bases de Datos,Business Intelligence,Optimización De Bases De Datos,5000
5909,BI (Business Intelligence),Business Intelligence,Análisis De Datos Personalizado,6500
5912,Automatización de Reportes Ejecutivos,Business Intelligence,Automatización De Reportes Con Pentaho,4500
5913,Análisis de Big Data,Business Intelligence,Análisis De Big Data,7000
